Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Apr_2024;CP_Apr_2025;%CP;Sus_Apr_2024;Sus_Apr_2025;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Apr_2025;Conc100_Apr_2025;TPSent_12_meses;TPCPL_Apr_2025;TC_Apr_2025;IAD_12_meses
TJSP;10236;SANTO ANDRE;SP;05 CIVEL DE SANTO ANDRE;G1, JE;8.206;8.538;4%;2.642;2.895;9,6%;3.221;2.750;9.810;8.505;2.395;552;1.169;62;1 ano e 4 meses;2 anos e 7 meses;67%;85%
TJSP;10881;OSASCO;SP;1ª VARA DO JUIZADO ESPECIAL CIVEL DA COMARCA DE OSASCO;G1, JE;13.128;11.091;-15,5%;3.425;3.852;12,5%;4.953;7.043;1.490;12.558;4.911;1.543;2.031;67;1 ano e 1 Mes;2 anos e 7 meses;51%;142%
TJSP;9980;OSASCO;SP;06 CIVEL DE OSASCO;G1, JE;8.264;8.169;-1,1%;2.484;2.981;20%;4.115;4.133;1.425;24.189;2.514;905;1.340;87;1 ano;2 anos e 7 meses;56%;100%
TJSP;10179;RIBEIRAO PRETO;SP;02 FAMILIA SUCESSOES DE RIBEIRAO PRETO;G1, JE;8.498;8.836;4%;1.364;1.439;5,5%;2.568;2.327;6.363;9.443;2.038;559;1.096;33;1 ano e 10 meses;2 anos e 7 meses;76%;91%
TJSP;10128;PRESIDENTE PRUDENTE;SP;01 CRIMINAL DE PRESIDENTE PRUDENTE;G1, JE;1.543;1.562;1,2%;532;627;17,9%;974;1.102;6.135;3.464;635;0;278;2;1 ano e 2 meses;2 anos e 7 meses;46%;113%
TJSP;10052;PINDAMONHANGABA;SP;02 CIVEL DE PINDAMONHANGABA;G1, JE;8.438;8.947;6%;1.328;1.611;21,3%;3.000;2.509;1.644;27.479;1.684;629;798;34;1 ano e 10 meses;2 anos e 7 meses;66%;84%
TJSP;10224;SANTA FE DO SUL;SP;02 CUMULATIVA DE SANTA FE DO SUL;G1, JE;6.366;6.542;2,8%;1.084;1.204;11,1%;2.791;2.846;3.851;6.845;1.739;645;1.313;89;1 ano e 10 meses;2 anos e 7 meses;65%;102%
TJSP;9425;BRAGANCA PAULISTA;SP;02 CRIMINAL DE BRAGANCA PAULISTA;G1, JE;1.740;1.719;-1,2%;840;841;0,1%;993;1.154;6.003;3.198;639;16;235;9;1 ano e 7 meses;2 anos e 7 meses;43%;116%
TJSP;10843;ITABERA;SP;VARA UNICA DE ITABERA - INATIVA;G1, JE;3.162;3.055;-3,4%;1.014;924;-8,9%;1.324;1.459;2.518;4.802;876;277;507;31;3 anos e 5 meses;2 anos e 7 meses;59%;110%
TJSP;18310;SAO JOSE DOS CAMPOS;SP;DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 9 RAJ DE SAO JOSE DOS CAMPOS;G1;25.492;30.544;19,8%;943;897;-4,9%;5.991;2.014;15.082;32.346;323;0;16.536;280;4 anos e 8 meses;2 anos e 7 meses;94%;34%
TJSP;10573;SAO PAULO;SP;09 CIVEL DE CENTRAL;G1, JE;13.247;14.394;8,7%;6.105;6.774;11%;5.247;4.131;24.091;14.419;3.154;536;1.168;53;1 ano e 3 meses;2 anos e 7 meses;65%;79%
TJSP;10567;SAO PAULO;SP;03 CIVEL DE CENTRAL;G1, JE;14.018;14.405;2,8%;5.600;6.302;12,5%;5.481;4.926;19.927;19.728;3.581;940;1.355;64;1 ano;2 anos e 7 meses;62%;90%
TJSP;9324;ARARAS;SP;CRIMINAL DE ARARAS;G1, JE;5.807;5.462;-5,9%;791;798;0,9%;1.644;2.015;4.006;4.123;1.120;118;1.690;112;2 anos e 10 meses;2 anos e 7 meses;70%;123%
TJSP;77116;SAO PAULO;SP;00ª CJ - CAPITAL - VARA PLANTÃO - CAPITAL CRIMINAL;G1, JE;9.749;10.427;7%;1.940;3.119;60,8%;8.258;20;106;6.871;0;2;3.591;46;0 anos;2 anos e 7 meses;100%;0%
TJSP;9978;OSASCO;SP;04 CIVEL DE OSASCO;G1, JE;9.625;10.047;4,4%;2.871;3.530;23%;4.256;3.890;7.250;15.740;2.469;1.114;1.068;139;1 ano e 3 meses;2 anos e 7 meses;63%;91%
TJSP;59886;PIRASSUNUNGA;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 11 C.J. - PIRASSUNUNGA DE PIRASSUNUNGA;TR;65;7;-89,2%;35;1;-97,1%;3;76;104;30;1;0;2;0;1 ano e 6 meses;2 anos e 7 meses;4%;2.533%
TJSP;10288;SAO BERNARDO DO CAMPO;SP;05 CIVEL DE SAO BERNARDO DO CAMPO;G1, JE;10.172;10.648;4,7%;5.169;5.812;12,4%;3.731;3.174;15.182;7.061;2.333;685;674;16;1 ano e 2 meses;2 anos e 7 meses;60%;85%
TJSP;9656;GUARULHOS;SP;02 CIVEL DE GUARULHOS;G1, JE;12.102;13.398;10,7%;3.960;4.405;11,2%;4.489;3.168;5.009;16.007;2.201;892;788;35;1 ano e 6 meses;2 anos e 7 meses;74%;71%
TJSP;70870;SAO PAULO;SP;23ª CÂMARA DE DIREITO PRIVADO;G2;11.057;12.417;12,3%;3.301;3.516;6,5%;18.093;11.836;13.570;11.674;767;1.245;1.541;1.165;3 meses;2 anos e 7 meses;43%;65%
TJSP;10525;SAO PAULO;SP;18 CRIMINAL DE CENTRAL;G1, JE;1.657;1.724;4%;685;850;24,1%;809;931;8.193;2.340;898;11;183;6;1 ano e 3 meses;2 anos e 7 meses;48%;115%
TJSP;10211;SANTA BARBARA D OESTE;SP;01 CRIMINAL DE SANTA BARBARA D OESTE;G1, JE;2.688;2.456;-8,6%;497;605;21,7%;1.039;1.484;3.894;2.572;1.346;6;804;22;2 anos e 3 meses;2 anos e 7 meses;56%;143%
TJSP;9293;ARACATUBA;SP;02 CIVEL DE ARACATUBA;G1, JE;9.232;9.605;4%;1.913;2.247;17,5%;3.054;2.482;7.013;9.428;1.768;418;951;203;2 anos e 1 Mes;2 anos e 7 meses;75%;81%
TJSP;10403;SAO PAULO;SP;03 CIVEL DE SANTO AMARO;G1, JE;17.949;18.044;0,5%;7.290;8.281;13,6%;5.833;5.773;10.310;17.389;2.758;1.767;1.419;138;1 ano e 4 meses;2 anos e 7 meses;62%;99%
TJSP;10752;TUPÃ;SP;03 CIVEL DE TUPA;G1, JE;9.825;8.258;-15,9%;3.151;2.090;-33,7%;2.935;5.297;11.049;8.114;2.627;1.429;1.157;19;3 anos e 2 meses;2 anos e 7 meses;54%;180%
TJSP;10157;REGISTRO;SP;03 CUMULATIVA DE REGISTRO;G1, JE;3.571;4.136;15,8%;686;808;17,8%;1.584;1.041;3.346;4.050;727;188;600;22;1 ano e 8 meses;2 anos e 7 meses;76%;66%
TJSP;9856;LORENA;SP;01 CIVEL DE LORENA;G1, JE;6.719;6.685;-0,5%;1.153;1.170;1,5%;2.107;2.066;4.665;7.476;1.096;370;1.356;20;2 anos;2 anos e 7 meses;73%;98%
TJSP;9794;JALES;SP;01 VARA CRIMINAL DE JALES;G1, JE;2.706;2.721;0,6%;490;480;-2%;747;697;37;5.144;503;63;707;52;1 ano e 11 meses;2 anos e 7 meses;75%;93%
TJSP;10728;TAUBATE;SP;01 CIVEL DE TAUBATE;G1, JE;6.529;7.020;7,5%;1.954;2.150;10%;3.108;2.555;14.631;4.413;1.579;389;1.181;57;1 ano e 2 meses;2 anos e 7 meses;66%;82%
TJSP;10719;TAQUARITUBA;SP;VARA UNICA DE TAQUARITUBA;G1, JE;8.818;7.394;-16,1%;3.233;3.182;-1,6%;2.043;3.782;7.101;7.418;2.083;711;1.080;35;2 anos e 4 meses;2 anos e 7 meses;52%;185%
TJSP;71088;SAO PAULO;SP;8º GRUPO DE CÂMARAS DE DIREITO PÚBLICO;G2;83;65;-21,7%;4;4;0%;41;56;52;164;1;3;18;3;11 meses;2 anos e 7 meses;52%;137%
TJSP;9774;JABOTICABAL;SP;1 VARA CIVEL DE JABOTICABAL;G1, JE;3.786;3.654;-3,5%;672;803;19,5%;2.269;2.353;15.858;7.094;1.645;451;648;7;1 ano e 11 meses;2 anos e 7 meses;55%;104%
TJSP;9715;ITANHAEM;SP;SAF DE ITANHAEM;G1;191.669;78.382;-59,1%;110.533;22.079;-80%;15.010;125.903;24.735;18.033;9.118;125.946;31.997;63;8 anos e 1 Mes;2 anos e 7 meses;31%;839%
TJSP;10195;RIO CLARO;SP;02 CRIMINAL DE RIO CLARO;G1, JE;1.137;1.098;-3,4%;296;260;-12,2%;377;451;1.239;1.361;526;1;238;6;1 ano e 8 meses;2 anos e 7 meses;65%;120%
TJSP;10385;SAO PAULO;SP;04 CIVEL DE SANTANA;G1, JE;14.396;15.371;6,8%;6.590;7.133;8,2%;4.520;3.516;2.623;19.782;2.167;858;1.610;26;1 ano e 4 meses;2 anos e 7 meses;70%;78%
TJSP;74723;LINS;SP;VARA PLANTÃO DA 35ª C J - LINS;G1, JE;199;229;15,1%;51;76;49%;224;0;4;215;2;0;83;1;0 anos;2 anos e 7 meses;100%;0%
TJSP;10625;SAO PAULO;SP;01 FALENCIAS  RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL;G1, JE;10.852;7.262;-33,1%;580;809;39,5%;6.230;10.024;8.041;27.452;1.190;527;1.747;18;1 ano;2 anos e 7 meses;39%;161%
TJSP;9867;MAIRIPORA;SP;02 CUMULATIVA DE MAIRIPORA;G1, JE;6.611;7.350;11,2%;1.688;1.996;18,2%;2.766;2.118;8.000;8.887;1.294;523;1.120;73;1 ano e 3 meses;2 anos e 7 meses;72%;77%
TJSP;14324;SAO PAULO;SP;VARA DA REGIAO LESTE 1 DE VIOL. DOMEST. E FAM. CONTRA A MULHER DE PENHA;G1, JE;4.664;4.879;4,6%;909;1.321;45,3%;1.851;2.370;11.090;5.484;1.285;14;858;1;2 anos e 7 meses;2 anos e 7 meses;60%;128%
TJSP;10537;SAO PAULO;SP;31 CRIMINAL DE CENTRAL;G1, JE;2.501;2.143;-14,3%;512;779;52,1%;836;1.277;9.114;4.246;1.133;0;105;4;1 ano e 9 meses;2 anos e 7 meses;52%;153%
TJSP;10418;SAO PAULO;SP;01 CIVEL DE JABAQUARA;G1, JE;20.719;19.119;-7,7%;6.910;8.678;25,6%;7.098;8.872;527;37.554;4.439;2.249;1.976;34;10 meses;2 anos e 7 meses;54%;125%
TJSP;9714;ITANHAEM;SP;03 CUMULATIVA DE ITANHAEM;G1, JE;6.837;8.144;19,1%;1.038;1.242;19,7%;3.423;2.063;14.739;5.866;1.449;441;1.868;32;1 ano e 6 meses;2 anos e 7 meses;77%;60%
TJSP;10384;SAO PAULO;SP;03 CIVEL DE SANTANA;G1, JE;13.795;14.291;3,6%;4.953;6.123;23,6%;4.781;4.093;345;34.074;2.971;1.009;1.162;47;1 ano e 5 meses;2 anos e 7 meses;66%;86%
TJSP;10660;SERTAOZINHO;SP;01 CIVEL DE SERTAOZINHO;G1, JE;8.971;9.573;6,7%;3.634;3.958;8,9%;4.258;3.633;18.003;6.374;2.730;545;1.137;40;10 meses;2 anos e 7 meses;61%;85%
TJSP;10210;SANTA BARBARA D OESTE;SP;03 CIVEL DE SANTA BARBARA D OESTE;G1, JE;8.340;8.584;2,9%;1.436;1.650;14,9%;3.093;2.767;6.058;11.027;1.622;800;911;32;2 anos e 1 Mes;2 anos e 7 meses;71%;89%
TJSP;73947;INDAIATUBA;SP;CENTRO JUD. DE SOLUCAO DE CONFLITOS E CIDADANIA - INDAIATUBA;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;2 anos e 7 meses;100%;
TJSP;76898;GUARULHOS;SP;POSTO CEJUSC DE GUARULHOS - UNG (PRÉ-PROCESSUAL);G1;7;11;57,1%;0;0;;117;113;0;4;0;0;8;0;;2 anos e 7 meses;9%;97%
TJSP;74919;CERQUEIRA CESAR;SP;VARA DO SETOR DAS EXECUCOES FISCAIS DE CERQUEIRA CESAR;G1;15.635;14.487;-7,3%;7.203;6.580;-8,6%;52;2.223;3.025;17.643;2.591;249;3.572;3;6 anos e 2 meses;2 anos e 7 meses;78%;4.275%
TJSP;10534;SAO PAULO;SP;27 CRIMINAL DE CENTRAL;G1, JE;3.697;3.026;-18,1%;488;1.178;141,4%;836;1.526;3.919;5.290;1.122;6;336;2;2 anos e 9 meses;2 anos e 7 meses;55%;183%
TJSP;9558;DIADEMA;SP;02 CIVEL DE DIADEMA;G1, JE;8.201;8.736;6,5%;4.245;4.728;11,4%;3.558;2.838;13.425;7.134;1.984;484;874;47;1 ano e 1 Mes;2 anos e 7 meses;58%;80%
TJSP;10243;SANTO ANDRE;SP;02 CRIMINAL DE SANTO ANDRE;G1, JE;1.470;1.409;-4,1%;547;533;-2,6%;504;577;2.796;714;499;1;281;19;2 anos;2 anos e 7 meses;60%;114%
TJSP;10762;URANIA;SP;VARA UNICA DE URANIA;G1, JE;2.324;2.538;9,2%;471;541;14,9%;1.429;1.261;4.671;3.766;952;148;473;35;1 ano e 10 meses;2 anos e 7 meses;61%;88%
TJSP;9747;ITAPORANGA;SP;VARA UNICA DE ITAPORANGA;G1, JE;6.813;6.865;0,8%;958;983;2,6%;2.278;2.257;3.806;4.294;1.637;265;1.268;26;2 anos e 4 meses;2 anos e 7 meses;72%;99%
TJSP;10126;PRESIDENTE PRUDENTE;SP;05 CIVEL DE PRESIDENTE PRUDENTE;G1, JE;9.787;10.442;6,7%;3.137;3.215;2,5%;3.334;2.674;23.736;6.578;2.142;449;963;64;1 ano e 6 meses;2 anos e 7 meses;72%;80%
TJSP;70913;SAO PAULO;SP;3ª CÂMARA DE DIREITO PÚBLICO;G2;9.614;8.907;-7,4%;3.090;1.895;-38,7%;7.508;8.295;10.246;8.685;620;497;1.391;272;7 meses;2 anos e 7 meses;46%;110%
TJSP;9985;OSASCO;SP;03 CRIMINAL DE OSASCO;G1, JE;2.520;2.869;13,8%;286;539;88,5%;1.116;889;2.177;4.743;784;1;535;3;2 anos e 2 meses;2 anos e 7 meses;72%;80%
TJSP;59197;SANTA RITA DO PASSA QUATRO;SP;02 CUMULATIVA DE SANTA RITA DO PASSA QUATRO;G1, JE;3.595;3.408;-5,2%;1.119;1.289;15,2%;980;1.188;1.673;4.851;820;246;510;7;2 anos e 3 meses;2 anos e 7 meses;64%;121%
TJSP;9655;GUARULHOS;SP;01 CIVEL DE GUARULHOS;G1, JE;12.770;14.124;10,6%;3.980;4.403;10,6%;4.589;3.216;12.558;9.664;2.157;1.364;1.860;71;1 ano e 5 meses;2 anos e 7 meses;75%;70%
TJSP;10568;SAO PAULO;SP;04 CIVEL DE CENTRAL;G1, JE;15.729;15.706;-0,1%;6.455;7.037;9%;5.096;4.775;761;21.057;2.710;1.095;1.421;47;10 meses;2 anos e 7 meses;64%;94%
TJSP;10369;SAO JOSE DOS CAMPOS;SP;05 CRIMINAL DE SAO JOSE DOS CAMPOS;G1, JE;888;832;-6,3%;246;233;-5,3%;243;393;3.411;676;613;0;176;4;2 anos e 2 meses;2 anos e 7 meses;60%;162%
TJSP;9922;MOGI DAS CRUZES;SP;04 CIVEL DE MOGI DAS CRUZES;G1, JE;9.890;10.922;10,4%;4.041;4.563;12,9%;3.642;2.608;398;20.511;2.048;566;1.173;63;1 ano e 4 meses;2 anos e 7 meses;71%;72%
TJSP;9393;BAURU;SP;02 FAMILIA SUCESSOES DE BAURU;G1;5.491;5.733;4,4%;1.286;1.440;12%;2.128;1.851;7.714;4.570;1.476;332;1.189;37;1 ano e 4 meses;2 anos e 7 meses;70%;87%
TJSP;10700;SUZANO;SP;03 CIVEL DE SUZANO;G1, JE;8.982;8.175;-9%;2.645;2.947;11,4%;2.928;3.779;3.589;9.110;2.108;951;759;25;1 ano e 9 meses;2 anos e 7 meses;58%;129%
TJSP;10523;SAO PAULO;SP;16 CRIMINAL DE CENTRAL;G1, JE;4.246;2.570;-39,5%;1.031;1.052;2%;742;1.630;4.182;2.670;1.058;4;183;8;2 anos e 8 meses;2 anos e 7 meses;48%;220%
TJSP;16395;SAO PAULO;SP;45 CIVEL DE CENTRAL;G1, JE;13.269;14.929;12,5%;5.219;5.615;7,6%;4.971;3.089;15.067;12.497;2.204;754;1.955;583;1 ano;2 anos e 7 meses;75%;62%
TJSP;10049;PILAR DO SUL;SP;VARA UNICA DE PILAR DO SUL;G1, JE;3.834;3.315;-13,5%;976;880;-9,8%;1.834;2.450;4.551;8.395;1.786;672;584;4;2 anos e 1 Mes;2 anos e 7 meses;50%;134%
TJSP;10034;PENAPOLIS;SP;02 CUMULATIVA DE PENAPOLIS;G1, JE;6.815;7.041;3,3%;1.606;1.499;-6,7%;2.781;2.527;2.461;9.235;3.236;1.026;1.013;92;2 anos e 3 meses;2 anos e 7 meses;68%;91%
TJSP;9470;CAMPINAS;SP;02 VARA DA FAZENDA PUBLICA DE CAMPINAS;G1, JE;16.231;15.484;-4,6%;5.339;4.533;-15,1%;6.271;6.913;8.280;10.969;5.159;286;1.089;45;2 anos e 7 meses;2 anos e 7 meses;61%;110%
TJSP;59848;GUARULHOS;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 44 C.J. - GUARULHOS DE GUARULHOS;TR;27;5;-81,5%;13;0;-100%;0;23;15;5;2;0;3;0;;2 anos e 7 meses;15%;
TJSP;10474;SAO PAULO;SP;01 CIVEL DE VILA PRUDENTE;G1, JE;14.497;15.426;6,4%;6.528;7.460;14,3%;3.836;2.963;3.794;19.507;2.084;839;788;36;1 ano e 5 meses;2 anos e 7 meses;72%;77%
TJSP;10707;TABOAO DA SERRA;SP;03 CIVEL DE TABOAO DA SERRA;G1, JE;10.894;11.884;9,1%;3.066;3.237;5,6%;3.807;2.688;467;15.083;1.748;926;2.287;37;1 ano e 7 meses;2 anos e 6 meses;76%;71%
TJSP;10298;SAO BERNARDO DO CAMPO;SP;05 CRIMINAL DE SAO BERNARDO DO CAMPO;G1, JE;812;734;-9,6%;278;246;-11,5%;361;413;728;1.290;350;2;209;11;1 ano e 7 meses;2 anos e 6 meses;54%;114%
TJSP;9812;CAMPO LIMPO PAULISTA;SP;01 CUMULATIVA DE CAMPO LIMPO PAULISTA - INATIVO;G1, JE;5.584;5.735;2,7%;930;1.075;15,6%;2.848;2.781;14.858;6.162;1.592;599;1.260;14;1 ano e 1 Mes;2 anos e 6 meses;62%;98%
TJSP;10251;SANTO ANDRE;SP;04 FAMILIA SUCESSOES DE SANTO ANDRE;G1, JE;4.859;5.124;5,5%;455;652;43,3%;2.095;1.874;3.357;8.337;1.346;415;733;76;1 ano e 10 meses;2 anos e 6 meses;70%;89%
TJSP;10390;SAO PAULO;SP;09 CIVEL DE SANTANA;G1, JE;14.530;15.219;4,7%;6.144;6.616;7,7%;4.465;3.649;5.667;25.041;2.599;790;1.053;60;1 ano e 4 meses;2 anos e 6 meses;70%;82%
TJSP;10450;SAO PAULO;SP;03 CIVEL DE PENHA;G1, JE;13.460;13.919;3,4%;6.334;6.831;7,8%;3.462;3.149;2.378;17.691;2.113;954;882;34;1 ano e 10 meses;2 anos e 6 meses;69%;91%
TJSP;9399;BEBEDOURO;SP;03 CUMULATIVA DE BEBEDOURO;G1, JE;5.243;5.774;10,1%;1.026;1.033;0,7%;2.335;1.745;7.879;3.991;1.169;398;634;18;1 ano e 7 meses;2 anos e 6 meses;73%;75%
TJSP;70871;SAO PAULO;SP;24ª CÂMARA DE DIREITO PRIVADO;G2;12.468;12.447;-0,2%;3.239;3.580;10,5%;16.755;12.291;12.727;13.222;949;1.689;1.474;1.512;4 meses;2 anos e 6 meses;42%;73%
TJSP;10723;TATUI;SP;02 CRIMINAL DE TATUI;G1, JE;6.409;5.772;-9,9%;383;635;65,8%;1.489;2.334;5.905;5.752;1.105;20;1.855;42;2 anos e 7 meses;2 anos e 6 meses;69%;157%
TJSP;10046;PIEDADE;SP;01 CUMULATIVA DE PIEDADE;G1, JE;11.458;10.248;-10,6%;7.241;3.815;-47,3%;1.946;3.186;12.174;4.958;1.723;3.629;571;29;7 anos e 2 meses;2 anos e 6 meses;66%;164%
TJSP;10092;POA;SP;01 CRIMINAL DE POA;G1, JE;1.152;969;-15,9%;202;190;-5,9%;587;929;3.032;1.284;266;80;280;10;1 ano e 11 meses;2 anos e 6 meses;46%;158%
TJSP;18331;SERTAOZINHO;SP;02 CRIMINAL DE SERTAOZINHO;G1, JE;1.081;1.224;13,2%;344;394;14,5%;1.095;1.066;2.132;3.444;743;130;338;3;7 meses;2 anos e 6 meses;44%;97%
TJSP;14322;SAO PAULO;SP;01 Vara de Violência Doméstica e Familiar Contra a Mulher do Foro Regional V - São Miguel Paulista;G1, JE;5.686;5.000;-12,1%;1.540;2.640;71,4%;1.378;2.222;3.246;4.858;753;6;545;2;3 anos;2 anos e 6 meses;51%;161%
TJSP;77686;MOGI DAS CRUZES;SP;01 FAMILIA E SUCESSOES DE MOGI DAS CRUZES;G1, JE;6.539;6.829;4,4%;1.422;1.598;12,4%;4.255;4.010;9.453;13.302;2.963;737;1.745;4;8 meses;2 anos e 6 meses;57%;94%
TJSP;10823;PAULINIA;SP;1 VARA JUDICIAL DE PAULINIA;G1, JE;11.789;12.490;5,9%;3.218;3.626;12,7%;3.866;3.402;5.998;10.544;2.703;461;1.761;159;1 ano e 9 meses;2 anos e 6 meses;72%;88%
TJSP;16966;CAJAMAR;SP;02 CUMULATIVA DE CAJAMAR;G1, JE;15.536;15.960;2,7%;4.083;6.699;64,1%;3.473;3.243;858;18.688;2.954;923;3.418;88;1 ano e 10 meses;2 anos e 6 meses;74%;93%
TJSP;59751;ITAPETININGA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 22 C.J. - ITAPETININGA DE ITAPETININGA;TR;118;66;-44,1%;69;0;-100%;0;68;21;78;0;0;2;0;1 ano e 6 meses;2 anos e 6 meses;3%;
TJSP;9366;BARUERI;SP;02 CIVEL DE BARUERI;G1, JE;9.349;10.177;8,9%;3.866;4.039;4,5%;4.446;3.569;630;16.386;2.852;567;976;70;1 ano e 1 Mes;2 anos e 6 meses;63%;80%
TJSP;59808;RIBEIRAO PRETO;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 41 C.J. - RIBEIRAO PRETO DE RIBEIRAO PRETO;TR;119;21;-82,4%;42;3;-92,9%;9;106;115;8;0;0;12;2;3 anos;2 anos e 6 meses;12%;1.178%
TJSP;10362;SAO JOSE DOS CAMPOS;SP;07 CIVEL DE SAO JOSE DOS CAMPOS;G1, JE;11.357;11.936;5,1%;5.147;5.883;14,3%;3.960;3.258;2.886;14.170;2.330;617;329;36;1 ano e 7 meses;2 anos e 6 meses;64%;82%
TJSP;9990;OSASCO;SP;02 FAMILIA SUCESSOES DE OSASCO;G1;6.318;5.745;-9,1%;487;463;-4,9%;2.876;3.519;13.904;6.166;2.181;686;705;14;1 ano e 11 meses;2 anos e 6 meses;60%;122%
TJSP;9328;ASSIS;SP;02 CIVEL DE ASSIS;G1, JE;6.235;7.039;12,9%;2.366;2.886;22%;2.652;1.786;15.486;5.903;1.294;211;425;12;1 ano e 6 meses;2 anos e 6 meses;69%;67%
TJSP;10291;SAO BERNARDO DO CAMPO;SP;03 FAMILIA SUCESSOES DE SAO BERNARDO DO CAMPO;G1;10.360;11.194;8,1%;3.317;3.856;16,2%;3.393;2.777;8.931;12.724;2.079;645;1.190;52;1 ano e 7 meses;2 anos e 6 meses;72%;82%
TJSP;9793;JAGUARIUNA;SP;02 CUMULATIVA DE JAGUARIUNA;G1, JE;9.234;9.401;1,8%;2.748;2.748;0%;3.746;3.226;3.268;15.792;2.267;649;1.555;60;1 ano e 3 meses;2 anos e 6 meses;67%;86%
TJSP;9737;ITAPEVI;SP;01 CIVEL DE ITAPEVI;G1, JE;9.763;10.848;11,1%;1.191;1.412;18,6%;4.966;3.936;9.507;12.807;2.292;1.128;1.553;80;1 ano e 8 meses;2 anos e 6 meses;71%;79%
TJSP;9873;MARILIA;SP;03 CIVEL DE MARILIA;G1, JE;7.688;8.276;7,6%;3.268;3.674;12,4%;3.256;2.661;8.625;7.541;1.945;429;925;23;1 ano e 3 meses;2 anos e 6 meses;63%;82%
TJSP;12719;EMBU DAS ARTES;SP;03 CUMULATIVA DE EMBU DAS ARTES;G1, JE;9.717;11.126;14,5%;864;1.244;44%;4.149;2.799;7.092;14.325;1.888;726;2.612;12;1 ano e 8 meses;2 anos e 6 meses;78%;67%
TJSP;9840;LENCOIS PAULISTA;SP;02 CUMULATIVA DE LENCOIS PAULISTA;G1, JE;5.107;5.119;0,2%;1.561;1.490;-4,5%;2.195;2.182;5.963;6.677;1.755;362;956;51;1 ano e 8 meses;2 anos e 6 meses;60%;99%
TJSP;9653;GUARUJA;SP;03 CIVEL DE GUARUJA;G1, JE;8.547;8.339;-2,4%;4.000;4.180;4,5%;3.159;3.370;18.069;5.023;1.862;534;748;13;1 ano;2 anos e 6 meses;55%;107%
TJSP;59957;GUARULHOS;SP;VARA JUIZADO ESPECIAL CRIMINAL DE GUARULHOS;G1, JE;3.302;2.716;-17,7%;160;141;-11,9%;1.173;1.618;3.657;1.920;1.283;1;1.165;74;1 ano e 1 Mes;2 anos e 6 meses;61%;138%
TJSP;10524;SAO PAULO;SP;17 CRIMINAL DE CENTRAL;G1, JE;2.619;1.836;-29,9%;504;775;53,8%;926;1.621;8.112;2.831;962;5;250;28;1 ano e 5 meses;2 anos e 6 meses;40%;175%
TJSP;9535;COTIA;SP;03 CIVEL DE COTIA;G1, JE;14.544;16.455;13,1%;5.934;6.530;10%;5.481;3.591;9.212;20.552;2.803;1.065;1.705;40;1 ano e 2 meses;2 anos e 6 meses;73%;66%
TJSP;70912;SAO PAULO;SP;2ª CÂMARA DE DIREITO PÚBLICO;G2;5.703;5.077;-11%;2.308;1.195;-48,2%;4.990;5.639;7.121;5.795;475;260;928;187;8 meses;2 anos e 6 meses;41%;113%
TJSP;59226;RIBEIRAO PRETO;SP;DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 6 RAJ DE RIBEIRAO PRETO;G1;35.470;40.943;15,4%;1.064;1.331;25,1%;11.784;5.477;38.217;72.197;1.246;1;21.666;42;3 anos e 8 meses;2 anos e 6 meses;88%;46%
TJSP;9802;JAU;SP;01 CIVEL DE JAU;G1, JE;8.533;8.546;0,2%;2.854;2.575;-9,8%;2.659;2.344;6.191;7.821;1.652;544;759;8;1 ano e 6 meses;2 anos e 6 meses;71%;88%
TJSP;18357;BAURU;SP;DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 3 RAJ DE BAURU;G1;54.799;64.304;17,3%;1.290;1.502;16,4%;10.279;5.319;28.169;76.418;1.381;13;37.658;47;5 anos e 1 Mes;2 anos e 6 meses;92%;52%
TJSP;10684;SOROCABA;SP;02 FAMILIA SUCESSOES DE SOROCABA;G1;7.394;7.150;-3,3%;554;605;9,2%;2.392;2.743;9.272;3.597;1.660;642;673;66;2 anos e 1 Mes;2 anos e 6 meses;70%;115%
TJSP;10582;SAO PAULO;SP;18 CIVEL DE CENTRAL;G1, JE;14.381;16.242;12,9%;6.313;6.571;4,1%;4.981;2.811;840;23.576;1.774;587;3.180;118;1 ano e 1 Mes;2 anos e 6 meses;77%;56%
TJSP;9875;MARILIA;SP;05 CIVEL DE MARILIA;G1, JE;7.957;8.807;10,7%;2.581;2.795;8,3%;3.112;2.210;6.383;5.568;1.590;488;1.211;247;2 anos e 3 meses;2 anos e 6 meses;73%;71%
TJSP;9943;MONTE ALTO;SP;01 CUMULATIVA DE MONTE ALTO;G1, JE;4.217;4.444;5,4%;1.872;2.402;28,3%;2.507;2.276;6.918;6.432;1.962;394;311;8;6 anos e 8 meses;2 anos e 6 meses;46%;91%
